"tagrelID","obs_foID","opeID","vesselCode","Subarea","Lat_release","Lon_release","Dat_release","tagFate","tagrel1Type","tagrel1Colour","tagrel1Number","tagrel1Wording","tagrel2Type","tagrel2Colour","tagrel2Number","tagrel2Wording","Length_release","Weight_release","Sex_release","src","datasetID","Season","MU","tag_code_1","tag_code_2","Est_weigth_release"
182,"O10887","H52925",10668,"3b",-44.8183,45.7266,2021-01-31 13:00:00,"Released","T-Bar tags","White","A605369","AUSTRALIA","T-Bar tags","White","A605370","AUSTRALIA",68,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605369+AUSTRALIA","T-Bar tags+White+A605370+AUSTRALIA",2.90634991977159
183,"O10887","H52925",10668,"3b",-44.8183,45.7266,2021-01-31 13:00:00,"Released","T-Bar tags","White","A605369","AUSTRALIA","T-Bar tags","White","A605370","AUSTRALIA",68,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605369+AUSTRALIA","T-Bar tags+White+A605370+AUSTRALIA",2.90634991977159
184,"O10887","H52925",10668,"3b",-44.8183,45.7266,2021-01-31 13:00:00,"Released","T-Bar tags","White","A605369","AUSTRALIA","T-Bar tags","White","A605370","AUSTRALIA",68,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605369+AUSTRALIA","T-Bar tags+White+A605370+AUSTRALIA",2.90634991977159
185,"O10889","H52927",10668,"3b",-44.6916,45.5483,2021-01-31 15:34:00,"Released","T-Bar tags","White","A605375","AUSTRALIA","T-Bar tags","White","A605376","AUSTRALIA",56,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605375+AUSTRALIA","T-Bar tags+White+A605376+AUSTRALIA",1.50455706655765
186,"O10889","H52927",10668,"3b",-44.6916,45.5483,2021-01-31 15:34:00,"Released","T-Bar tags","White","A605375","AUSTRALIA","T-Bar tags","White","A605376","AUSTRALIA",56,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605375+AUSTRALIA","T-Bar tags+White+A605376+AUSTRALIA",1.50455706655765
187,"O10891","H52929",10668,"3b",-44.66,45.27,2021-01-31 17:32:00,"Released","T-Bar tags","White","A605379","AUSTRALIA","T-Bar tags","White","A605380","AUSTRALIA",77,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605379+AUSTRALIA","T-Bar tags+White+A605380+AUSTRALIA",4.43001076317954
188,"O10891","H52929",10668,"3b",-44.66,45.27,2021-01-31 17:32:00,"Released","T-Bar tags","White","A605379","AUSTRALIA","T-Bar tags","White","A605380","AUSTRALIA",77,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605379+AUSTRALIA","T-Bar tags+White+A605380+AUSTRALIA",4.43001076317954
189,"O10891","H52929",10668,"3b",-44.66,45.27,2021-01-31 17:32:00,"Released","T-Bar tags","White","A605379","AUSTRALIA","T-Bar tags","White","A605380","AUSTRALIA",77,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605379+AUSTRALIA","T-Bar tags+White+A605380+AUSTRALIA",4.43001076317954
190,"O10892","H52930",10668,"3b",-44.7316,45.3716,2021-01-31 18:10:00,"Released","T-Bar tags","White","A605385","AUSTRALIA","T-Bar tags","White","A605386","AUSTRALIA",68,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605385+AUSTRALIA","T-Bar tags+White+A605386+AUSTRALIA",2.90634991977159
191,"O10892","H52930",10668,"3b",-44.7316,45.3716,2021-01-31 18:10:00,"Released","T-Bar tags","White","A605385","AUSTRALIA","T-Bar tags","White","A605386","AUSTRALIA",68,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605385+AUSTRALIA","T-Bar tags+White+A605386+AUSTRALIA",2.90634991977159
197,"O10898","H52936",10668,"3b",-44.5783,45.505,2021-02-02 08:35:00,"Released","T-Bar tags","White","A605399","AUSTRALIA","T-Bar tags","White","A605400","AUSTRALIA",86,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605399+AUSTRALIA","T-Bar tags+White+A605400+AUSTRALIA",6.44470481664505
198,"O10898","H52936",10668,"3b",-44.5783,45.505,2021-02-02 08:35:00,"Released","T-Bar tags","White","A605399","AUSTRALIA","T-Bar tags","White","A605400","AUSTRALIA",86,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605399+AUSTRALIA","T-Bar tags+White+A605400+AUSTRALIA",6.44470481664505
199,"O10900","H52938",10668,"3b",-44.7066,45.6733,2021-02-04 05:20:00,"Released","T-Bar tags","White","A605403","AUSTRALIA","T-Bar tags","White","A605404","AUSTRALIA",82,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605403+AUSTRALIA","T-Bar tags+White+A605404+AUSTRALIA",5.48352478423272
200,"O10900","H52938",10668,"3b",-44.7066,45.6733,2021-02-04 05:20:00,"Released","T-Bar tags","White","A605403","AUSTRALIA","T-Bar tags","White","A605404","AUSTRALIA",82,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605403+AUSTRALIA","T-Bar tags+White+A605404+AUSTRALIA",5.48352478423272
201,"O10900","H52938",10668,"3b",-44.7066,45.6733,2021-02-04 05:20:00,"Released","T-Bar tags","White","A605403","AUSTRALIA","T-Bar tags","White","A605404","AUSTRALIA",82,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605403+AUSTRALIA","T-Bar tags+White+A605404+AUSTRALIA",5.48352478423272
205,"O10903","H52941",10668,"3b",-44.88,43.9783,2021-02-04 18:20:00,"Released","T-Bar tags","White","A605415","AUSTRALIA","T-Bar tags","White","A605417","AUSTRALIA",45,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605415+AUSTRALIA","T-Bar tags+White+A605417+AUSTRALIA",0.716702117148206
206,"O10903","H52941",10668,"3b",-44.88,43.9783,2021-02-04 18:20:00,"Released","T-Bar tags","White","A605415","AUSTRALIA","T-Bar tags","White","A605417","AUSTRALIA",45,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605415+AUSTRALIA","T-Bar tags+White+A605417+AUSTRALIA",0.716702117148206
207,"O10903","H52941",10668,"3b",-44.88,43.9783,2021-02-04 18:20:00,"Released","T-Bar tags","White","A605415","AUSTRALIA","T-Bar tags","White","A605417","AUSTRALIA",45,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605415+AUSTRALIA","T-Bar tags+White+A605417+AUSTRALIA",0.716702117148206
208,"O10903","H52941",10668,"3b",-44.88,43.9783,2021-02-04 18:20:00,"Released","T-Bar tags","White","A605415","AUSTRALIA","T-Bar tags","White","A605417","AUSTRALIA",45,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605415+AUSTRALIA","T-Bar tags+White+A605417+AUSTRALIA",0.716702117148206
209,"O10903","H52941",10668,"3b",-44.88,43.9783,2021-02-04 18:20:00,"Released","T-Bar tags","White","A605415","AUSTRALIA","T-Bar tags","White","A605417","AUSTRALIA",45,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605415+AUSTRALIA","T-Bar tags+White+A605417+AUSTRALIA",0.716702117148206
210,"O10903","H52941",10668,"3b",-44.88,43.9783,2021-02-04 18:20:00,"Released","T-Bar tags","White","A605415","AUSTRALIA","T-Bar tags","White","A605417","AUSTRALIA",45,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605415+AUSTRALIA","T-Bar tags+White+A605417+AUSTRALIA",0.716702117148206
202,"O10904","H52942",10668,"3b",-44.8166,43.88,2021-02-04 19:15:00,"Released","T-Bar tags","White","A605409","AUSTRALIA","T-Bar tags","White","A605410","AUSTRALIA",56,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605409+AUSTRALIA","T-Bar tags+White+A605410+AUSTRALIA",1.50455706655765
203,"O10904","H52942",10668,"3b",-44.8166,43.88,2021-02-04 19:15:00,"Released","T-Bar tags","White","A605409","AUSTRALIA","T-Bar tags","White","A605410","AUSTRALIA",56,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605409+AUSTRALIA","T-Bar tags+White+A605410+AUSTRALIA",1.50455706655765
204,"O10904","H52942",10668,"3b",-44.8166,43.88,2021-02-04 19:15:00,"Released","T-Bar tags","White","A605409","AUSTRALIA","T-Bar tags","White","A605410","AUSTRALIA",56,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605409+AUSTRALIA","T-Bar tags+White+A605410+AUSTRALIA",1.50455706655765
211,"O10908","H52946",10668,"3b",-44.64,44.3833,2021-02-07 06:55:00,"Released","T-Bar tags","White","A605428","AUSTRALIA","T-Bar tags","White","A605429","AUSTRALIA",53,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605428+AUSTRALIA","T-Bar tags+White+A605429+AUSTRALIA",1.2483044589964
212,"O10908","H52946",10668,"3b",-44.64,44.3833,2021-02-07 06:55:00,"Released","T-Bar tags","White","A605428","AUSTRALIA","T-Bar tags","White","A605429","AUSTRALIA",53,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605428+AUSTRALIA","T-Bar tags+White+A605429+AUSTRALIA",1.2483044589964
213,"O10908","H52946",10668,"3b",-44.64,44.3833,2021-02-07 06:55:00,"Released","T-Bar tags","White","A605428","AUSTRALIA","T-Bar tags","White","A605429","AUSTRALIA",53,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605428+AUSTRALIA","T-Bar tags+White+A605429+AUSTRALIA",1.2483044589964
214,"O10908","H52946",10668,"3b",-44.64,44.3833,2021-02-07 06:55:00,"Released","T-Bar tags","White","A605428","AUSTRALIA","T-Bar tags","White","A605429","AUSTRALIA",53,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605428+AUSTRALIA","T-Bar tags+White+A605429+AUSTRALIA",1.2483044589964
215,"O10915","H52953",10668,"3b",-44.97,43.75,2021-02-09 09:15:00,"Released","T-Bar tags","White","A605436","AUSTRALIA","T-Bar tags","White","A605437","AUSTRALIA",60,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605436+AUSTRALIA","T-Bar tags+White+A605437+AUSTRALIA",1.90115043367178
216,"O10915","H52953",10668,"3b",-44.97,43.75,2021-02-09 09:15:00,"Released","T-Bar tags","White","A605436","AUSTRALIA","T-Bar tags","White","A605437","AUSTRALIA",60,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605436+AUSTRALIA","T-Bar tags+White+A605437+AUSTRALIA",1.90115043367178
217,"O10915","H52953",10668,"3b",-44.97,43.75,2021-02-09 09:15:00,"Released","T-Bar tags","White","A605436","AUSTRALIA","T-Bar tags","White","A605437","AUSTRALIA",60,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605436+AUSTRALIA","T-Bar tags+White+A605437+AUSTRALIA",1.90115043367178
218,"O10922","H52960",10668,"3b",-44.9366,44.2366,2021-02-10 20:40:00,"Released","T-Bar tags","White","A605442","AUSTRALIA","T-Bar tags","White","A605443","AUSTRALIA",73,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605442+AUSTRALIA","T-Bar tags+White+A605443+AUSTRALIA",3.69692462972113
219,"O10922","H52960",10668,"3b",-44.9366,44.2366,2021-02-10 20:40:00,"Released","T-Bar tags","White","A605442","AUSTRALIA","T-Bar tags","White","A605443","AUSTRALIA",73,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605442+AUSTRALIA","T-Bar tags+White+A605443+AUSTRALIA",3.69692462972113
220,"O10922","H52960",10668,"3b",-44.9366,44.2366,2021-02-10 20:40:00,"Released","T-Bar tags","White","A605442","AUSTRALIA","T-Bar tags","White","A605443","AUSTRALIA",73,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605442+AUSTRALIA","T-Bar tags+White+A605443+AUSTRALIA",3.69692462972113
232,"O10923","H52961",10668,"3b",-44.8116,42.765,2021-02-12 14:40:00,"Released","T-Bar tags","White","A605471","AUSTRALIA","T-Bar tags","White","A605472","AUSTRALIA",88,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605471+AUSTRALIA","T-Bar tags+White+A605472+AUSTRALIA",6.96723350017046
233,"O10923","H52961",10668,"3b",-44.8116,42.765,2021-02-12 14:40:00,"Released","T-Bar tags","White","A605471","AUSTRALIA","T-Bar tags","White","A605472","AUSTRALIA",88,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605471+AUSTRALIA","T-Bar tags+White+A605472+AUSTRALIA",6.96723350017046
234,"O10923","H52961",10668,"3b",-44.8116,42.765,2021-02-12 14:40:00,"Released","T-Bar tags","White","A605471","AUSTRALIA","T-Bar tags","White","A605472","AUSTRALIA",88,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605471+AUSTRALIA","T-Bar tags+White+A605472+AUSTRALIA",6.96723350017046
235,"O10923","H52961",10668,"3b",-44.8116,42.765,2021-02-12 14:40:00,"Released","T-Bar tags","White","A605471","AUSTRALIA","T-Bar tags","White","A605472","AUSTRALIA",88,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605471+AUSTRALIA","T-Bar tags+White+A605472+AUSTRALIA",6.96723350017046
236,"O10923","H52961",10668,"3b",-44.8116,42.765,2021-02-12 14:40:00,"Released","T-Bar tags","White","A605471","AUSTRALIA","T-Bar tags","White","A605472","AUSTRALIA",88,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605471+AUSTRALIA","T-Bar tags+White+A605472+AUSTRALIA",6.96723350017046
237,"O10923","H52961",10668,"3b",-44.8116,42.765,2021-02-12 14:40:00,"Released","T-Bar tags","White","A605471","AUSTRALIA","T-Bar tags","White","A605472","AUSTRALIA",88,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605471+AUSTRALIA","T-Bar tags+White+A605472+AUSTRALIA",6.96723350017046
226,"O10925","H52963",10668,"3b",-44.8116,42.52,2021-02-12 16:05:00,"Released","T-Bar tags","White","A605458","AUSTRALIA","T-Bar tags","White","A605460","AUSTRALIA",85,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605458+AUSTRALIA","T-Bar tags+White+A605460+AUSTRALIA",6.19409598247605
227,"O10925","H52963",10668,"3b",-44.8116,42.52,2021-02-12 16:05:00,"Released","T-Bar tags","White","A605458","AUSTRALIA","T-Bar tags","White","A605460","AUSTRALIA",85,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605458+AUSTRALIA","T-Bar tags+White+A605460+AUSTRALIA",6.19409598247605
228,"O10925","H52963",10668,"3b",-44.8116,42.52,2021-02-12 16:05:00,"Released","T-Bar tags","White","A605458","AUSTRALIA","T-Bar tags","White","A605460","AUSTRALIA",85,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605458+AUSTRALIA","T-Bar tags+White+A605460+AUSTRALIA",6.19409598247605
229,"O10925","H52963",10668,"3b",-44.8116,42.52,2021-02-12 16:05:00,"Released","T-Bar tags","White","A605458","AUSTRALIA","T-Bar tags","White","A605460","AUSTRALIA",85,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605458+AUSTRALIA","T-Bar tags+White+A605460+AUSTRALIA",6.19409598247605
230,"O10925","H52963",10668,"3b",-44.8116,42.52,2021-02-12 16:05:00,"Released","T-Bar tags","White","A605458","AUSTRALIA","T-Bar tags","White","A605460","AUSTRALIA",85,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605458+AUSTRALIA","T-Bar tags+White+A605460+AUSTRALIA",6.19409598247605
231,"O10925","H52963",10668,"3b",-44.8116,42.52,2021-02-12 16:05:00,"Released","T-Bar tags","White","A605458","AUSTRALIA","T-Bar tags","White","A605460","AUSTRALIA",85,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605458+AUSTRALIA","T-Bar tags+White+A605460+AUSTRALIA",6.19409598247605
221,"O10927","H52965",10668,"3b",-44.8716,42.595,2021-02-12 18:05:00,"Released","T-Bar tags","White","A605448","AUSTRALIA","T-Bar tags","White","A605449","AUSTRALIA",60,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605448+AUSTRALIA","T-Bar tags+White+A605449+AUSTRALIA",1.90115043367178
222,"O10927","H52965",10668,"3b",-44.8716,42.595,2021-02-12 18:05:00,"Released","T-Bar tags","White","A605448","AUSTRALIA","T-Bar tags","White","A605449","AUSTRALIA",60,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605448+AUSTRALIA","T-Bar tags+White+A605449+AUSTRALIA",1.90115043367178
223,"O10927","H52965",10668,"3b",-44.8716,42.595,2021-02-12 18:05:00,"Released","T-Bar tags","White","A605448","AUSTRALIA","T-Bar tags","White","A605449","AUSTRALIA",60,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605448+AUSTRALIA","T-Bar tags+White+A605449+AUSTRALIA",1.90115043367178
224,"O10927","H52965",10668,"3b",-44.8716,42.595,2021-02-12 18:05:00,"Released","T-Bar tags","White","A605448","AUSTRALIA","T-Bar tags","White","A605449","AUSTRALIA",60,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605448+AUSTRALIA","T-Bar tags+White+A605449+AUSTRALIA",1.90115043367178
225,"O10927","H52965",10668,"3b",-44.8716,42.595,2021-02-12 18:05:00,"Released","T-Bar tags","White","A605448","AUSTRALIA","T-Bar tags","White","A605449","AUSTRALIA",60,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605448+AUSTRALIA","T-Bar tags+White+A605449+AUSTRALIA",1.90115043367178
260,"O10929","H52967",10668,"3b",-44.755,42.5016,2021-02-15 01:00:00,"Released","T-Bar tags","White","A605527","AUSTRALIA","T-Bar tags","White","A605528","AUSTRALIA",88,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605527+AUSTRALIA","T-Bar tags+White+A605528+AUSTRALIA",6.96723350017046
248,"O10931","H52969",10668,"3b",-44.54,41.975,2021-02-15 07:00:00,"Released","T-Bar tags","White","A605503","AUSTRALIA","T-Bar tags","White","A605504","AUSTRALIA",72,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605503+AUSTRALIA","T-Bar tags+White+A605504+AUSTRALIA",3.52798530867148
249,"O10931","H52969",10668,"3b",-44.54,41.975,2021-02-15 07:00:00,"Released","T-Bar tags","White","A605503","AUSTRALIA","T-Bar tags","White","A605504","AUSTRALIA",72,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605503+AUSTRALIA","T-Bar tags+White+A605504+AUSTRALIA",3.52798530867148
250,"O10931","H52969",10668,"3b",-44.54,41.975,2021-02-15 07:00:00,"Released","T-Bar tags","White","A605503","AUSTRALIA","T-Bar tags","White","A605504","AUSTRALIA",72,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605503+AUSTRALIA","T-Bar tags+White+A605504+AUSTRALIA",3.52798530867148
251,"O10931","H52969",10668,"3b",-44.54,41.975,2021-02-15 07:00:00,"Released","T-Bar tags","White","A605503","AUSTRALIA","T-Bar tags","White","A605504","AUSTRALIA",72,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605503+AUSTRALIA","T-Bar tags+White+A605504+AUSTRALIA",3.52798530867148
252,"O10931","H52969",10668,"3b",-44.54,41.975,2021-02-15 07:00:00,"Released","T-Bar tags","White","A605503","AUSTRALIA","T-Bar tags","White","A605504","AUSTRALIA",72,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605503+AUSTRALIA","T-Bar tags+White+A605504+AUSTRALIA",3.52798530867148
253,"O10931","H52969",10668,"3b",-44.54,41.975,2021-02-15 07:00:00,"Released","T-Bar tags","White","A605503","AUSTRALIA","T-Bar tags","White","A605504","AUSTRALIA",72,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605503+AUSTRALIA","T-Bar tags+White+A605504+AUSTRALIA",3.52798530867148
254,"O10932","H52970",10668,"3b",-44.6216,41.9216,2021-02-15 08:05:00,"Released","T-Bar tags","White","A605515","AUSTRALIA","T-Bar tags","White","A605516","AUSTRALIA",84,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605515+AUSTRALIA","T-Bar tags+White+A605516+AUSTRALIA",5.95043861260944
255,"O10932","H52970",10668,"3b",-44.6216,41.9216,2021-02-15 08:05:00,"Released","T-Bar tags","White","A605515","AUSTRALIA","T-Bar tags","White","A605516","AUSTRALIA",84,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605515+AUSTRALIA","T-Bar tags+White+A605516+AUSTRALIA",5.95043861260944
256,"O10932","H52970",10668,"3b",-44.6216,41.9216,2021-02-15 08:05:00,"Released","T-Bar tags","White","A605515","AUSTRALIA","T-Bar tags","White","A605516","AUSTRALIA",84,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605515+AUSTRALIA","T-Bar tags+White+A605516+AUSTRALIA",5.95043861260944
257,"O10932","H52970",10668,"3b",-44.6216,41.9216,2021-02-15 08:05:00,"Released","T-Bar tags","White","A605515","AUSTRALIA","T-Bar tags","White","A605516","AUSTRALIA",84,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605515+AUSTRALIA","T-Bar tags+White+A605516+AUSTRALIA",5.95043861260944
258,"O10932","H52970",10668,"3b",-44.6216,41.9216,2021-02-15 08:05:00,"Released","T-Bar tags","White","A605515","AUSTRALIA","T-Bar tags","White","A605516","AUSTRALIA",84,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605515+AUSTRALIA","T-Bar tags+White+A605516+AUSTRALIA",5.95043861260944
259,"O10932","H52970",10668,"3b",-44.6216,41.9216,2021-02-15 08:05:00,"Released","T-Bar tags","White","A605515","AUSTRALIA","T-Bar tags","White","A605516","AUSTRALIA",84,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605515+AUSTRALIA","T-Bar tags+White+A605516+AUSTRALIA",5.95043861260944
238,"O10933","H52971",10668,"3b",-44.595,41.85,2021-02-15 09:20:00,"Released","T-Bar tags","White","A605483","AUSTRALIA","T-Bar tags","White","A605484","AUSTRALIA",77,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605483+AUSTRALIA","T-Bar tags+White+A605484+AUSTRALIA",4.43001076317954
239,"O10933","H52971",10668,"3b",-44.595,41.85,2021-02-15 09:20:00,"Released","T-Bar tags","White","A605483","AUSTRALIA","T-Bar tags","White","A605484","AUSTRALIA",77,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605483+AUSTRALIA","T-Bar tags+White+A605484+AUSTRALIA",4.43001076317954
240,"O10933","H52971",10668,"3b",-44.595,41.85,2021-02-15 09:20:00,"Released","T-Bar tags","White","A605483","AUSTRALIA","T-Bar tags","White","A605484","AUSTRALIA",77,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605483+AUSTRALIA","T-Bar tags+White+A605484+AUSTRALIA",4.43001076317954
241,"O10933","H52971",10668,"3b",-44.595,41.85,2021-02-15 09:20:00,"Released","T-Bar tags","White","A605483","AUSTRALIA","T-Bar tags","White","A605484","AUSTRALIA",77,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605483+AUSTRALIA","T-Bar tags+White+A605484+AUSTRALIA",4.43001076317954
242,"O10933","H52971",10668,"3b",-44.595,41.85,2021-02-15 09:20:00,"Released","T-Bar tags","White","A605483","AUSTRALIA","T-Bar tags","White","A605484","AUSTRALIA",77,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605483+AUSTRALIA","T-Bar tags+White+A605484+AUSTRALIA",4.43001076317954
243,"O10934","H52972",10668,"3b",-44.515,41.8983,2021-02-15 10:30:00,"Released","T-Bar tags","White","A605493","AUSTRALIA","T-Bar tags","White","A605494","AUSTRALIA",88,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605493+AUSTRALIA","T-Bar tags+White+A605494+AUSTRALIA",6.96723350017046
244,"O10934","H52972",10668,"3b",-44.515,41.8983,2021-02-15 10:30:00,"Released","T-Bar tags","White","A605493","AUSTRALIA","T-Bar tags","White","A605494","AUSTRALIA",88,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605493+AUSTRALIA","T-Bar tags+White+A605494+AUSTRALIA",6.96723350017046
245,"O10934","H52972",10668,"3b",-44.515,41.8983,2021-02-15 10:30:00,"Released","T-Bar tags","White","A605493","AUSTRALIA","T-Bar tags","White","A605494","AUSTRALIA",88,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605493+AUSTRALIA","T-Bar tags+White+A605494+AUSTRALIA",6.96723350017046
246,"O10934","H52972",10668,"3b",-44.515,41.8983,2021-02-15 10:30:00,"Released","T-Bar tags","White","A605493","AUSTRALIA","T-Bar tags","White","A605494","AUSTRALIA",88,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605493+AUSTRALIA","T-Bar tags+White+A605494+AUSTRALIA",6.96723350017046
247,"O10934","H52972",10668,"3b",-44.515,41.8983,2021-02-15 10:30:00,"Released","T-Bar tags","White","A605493","AUSTRALIA","T-Bar tags","White","A605494","AUSTRALIA",88,NA,NA,"OBS",165,2021,"DC","T-Bar tags+White+A605493+AUSTRALIA","T-Bar tags+White+A605494+AUSTRALIA",6.96723350017046
266,"O11341","H52863",10154,"3b",-44.8056666666667,44.7888333333333,2021-02-15 23:37:00,"Released","T-bar","bleu","25041","MNHN (TAAF) Paris France","T-bar","bleu","25042","MNHN (TAAF) Paris France",55.5,NA,NA,"OBS",179,2021,"DC","T-bar+bleu+25041+MNHN (TAAF) Paris France","T-bar+bleu+25042+MNHN (TAAF) Paris France",1.45948703843577
267,"O11341","H52863",10154,"3b",-44.8056666666667,44.7888333333333,2021-02-15 23:37:00,"Released","T-bar","bleu","25041","MNHN (TAAF) Paris France","T-bar","bleu","25042","MNHN (TAAF) Paris France",55.5,NA,NA,"OBS",179,2021,"DC","T-bar+bleu+25041+MNHN (TAAF) Paris France","T-bar+bleu+25042+MNHN (TAAF) Paris France",1.45948703843577
268,"O11341","H52863",10154,"3b",-44.8056666666667,44.7888333333333,2021-02-15 23:37:00,"Released","T-bar","bleu","25041","MNHN (TAAF) Paris France","T-bar","bleu","25042","MNHN (TAAF) Paris France",55.5,NA,NA,"OBS",179,2021,"DC","T-bar+bleu+25041+MNHN (TAAF) Paris France","T-bar+bleu+25042+MNHN (TAAF) Paris France",1.45948703843577
269,"O11341","H52863",10154,"3b",-44.8056666666667,44.7888333333333,2021-02-15 23:37:00,"Released","T-bar","bleu","25041","MNHN (TAAF) Paris France","T-bar","bleu","25042","MNHN (TAAF) Paris France",55.5,NA,NA,"OBS",179,2021,"DC","T-bar+bleu+25041+MNHN (TAAF) Paris France","T-bar+bleu+25042+MNHN (TAAF) Paris France",1.45948703843577
270,"O11341","H52863",10154,"3b",-44.8056666666667,44.7888333333333,2021-02-15 23:37:00,"Released","T-bar","bleu","25041","MNHN (TAAF) Paris France","T-bar","bleu","25042","MNHN (TAAF) Paris France",55.5,NA,NA,"OBS",179,2021,"DC","T-bar+bleu+25041+MNHN (TAAF) Paris France","T-bar+bleu+25042+MNHN (TAAF) Paris France",1.45948703843577
271,"O11346","H52868",10154,"3b",-44.7533333333333,44.4745,2021-02-16 02:49:00,"Released","T-bar","bleu","25051","MNHN (TAAF) Paris France","T-bar","bleu","25052","MNHN (TAAF) Paris France",70.8,NA,NA,"OBS",179,2021,"DC","T-bar+bleu+25051+MNHN (TAAF) Paris France","T-bar+bleu+25052+MNHN (TAAF) Paris France",3.33253280799379
272,"O11346","H52868",10154,"3b",-44.7533333333333,44.4745,2021-02-16 02:49:00,"Released","T-bar","bleu","25051","MNHN (TAAF) Paris France","T-bar","bleu","25052","MNHN (TAAF) Paris France",70.8,NA,NA,"OBS",179,2021,"DC","T-bar+bleu+25051+MNHN (TAAF) Paris France","T-bar+bleu+25052+MNHN (TAAF) Paris France",3.33253280799379
